# ai-atlas vektor uji lintas bahasa — .Deckyx
# berkas: bayes.tsv
# keterbandingan: BitExact
# Teorema Bayes dua hipotesis: probabilitas bukti, posterior, rasio kemungkinan
# seluruh pecahan ditulis sebagai 16 digit heksadesimal pola bit IEEE-754
# kolom: prior_hex	likelihood_h_hex	likelihood_not_h_hex	evidence_hex	posterior_hex	likelihood_ratio_hex
3f50624dd2f1a9fc	3fb999999999999a	3fb999999999999a	3fb999999999999a	3f50624dd2f1a9fc	3ff0000000000000
3f50624dd2f1a9fc	3fb999999999999a	3fc999999999999a	3fc99652bd3c3611	3f406466f6a6bd48	3fe0000000000000
3f50624dd2f1a9fc	3fb999999999999a	3fd999999999999a	3fd994af4f0d844d	3f306573bc1becc9	3fd0000000000000
3f50624dd2f1a9fc	3fb999999999999a	3fe0000000000000	3fdff972474538ef	3f2a3c4268881899	3fc999999999999a
3f50624dd2f1a9fc	3fb999999999999a	3fe8000000000000	3fe7faacd9e83e42	3f217dce16836cc2	3fc1111111111111
3f50624dd2f1a9fc	3fb999999999999a	3feccccccccccccd	3fecc63f141205bc	3f1d272ca3fc5b1b	3fbc71c71c71c71d
3f50624dd2f1a9fc	3fb999999999999a	3fefae147ae147ae	3fefa6ca03c4b09e	3f1a80c5c75d862b	3fb9dbcc48676f32
3f50624dd2f1a9fc	3fc999999999999a	3f50624dd2f1a9fc	3f53a4f8726d04e7	3fc559e363b5b2b5	4069000000000000
3f50624dd2f1a9fc	3fc999999999999a	3f947ae147ae147b	3f94aa10e0221427	3f844c1d6e5de008	4024000000000000
3f50624dd2f1a9fc	3fc999999999999a	3fb999999999999a	3fb9a027525460ab	3f605e1d27a3ee9c	4000000000000000
3f50624dd2f1a9fc	3fc999999999999a	3fc999999999999a	3fc999999999999a	3f50624dd2f1a9fc	3ff0000000000000
3f50624dd2f1a9fc	3fc999999999999a	3fd999999999999a	3fd99652bd3c3611	3f406466f6a6bd48	3fe0000000000000
3f50624dd2f1a9fc	3fc999999999999a	3fe0000000000000	3fdffb15b573eab3	3f3a3aea54536756	3fd999999999999a
3f50624dd2f1a9fc	3fc999999999999a	3fe8000000000000	3fe7fb7e90ff9724	3f317d3522242c7a	3fd1111111111111
3f50624dd2f1a9fc	3fc999999999999a	3feccccccccccccd	3fecc710cb295e9e	3f2d26583081cec1	3fcc71c71c71c71d
3f50624dd2f1a9fc	3fc999999999999a	3fefae147ae147ae	3fefa79bbadc0980	3f2a801631ac3001	3fc9dbcc48676f32
3f50624dd2f1a9fc	3fd999999999999a	3f50624dd2f1a9fc	3f56ebd4cfd08d4c	3fd24c7d29e77ac9	4079000000000000
3f50624dd2f1a9fc	3fd999999999999a	3f947ae147ae147b	3f94de7ea5f84cae	3f94191f67411155	4034000000000000
3f50624dd2f1a9fc	3fd999999999999a	3fb999999999999a	3fb9ad42c3c9eecc	3f7055c23bb98e2b	4010000000000000
3f50624dd2f1a9fc	3fd999999999999a	3fc999999999999a	3fc9a027525460ab	3f605e1d27a3ee9c	4000000000000000
3f50624dd2f1a9fc	3fd999999999999a	3fd999999999999a	3fd999999999999a	3f50624dd2f1a9fc	3ff0000000000000
3f50624dd2f1a9fc	3fd999999999999a	3fe0000000000000	3fdffe5c91d14e3c	3f4a383a95a2e658	3fe999999999999a
3f50624dd2f1a9fc	3fd999999999999a	3fe8000000000000	3fe7fd21ff2e48e8	3f417c0358bca3fd	3fe1111111111111
3f50624dd2f1a9fc	3fd999999999999a	3feccccccccccccd	3fecc8b439581062	3f3d24af6dd4001e	3fdc71c71c71c71d
3f50624dd2f1a9fc	3fd999999999999a	3fefae147ae147ae	3fefa93f290abb44	3f3a7eb7218baf9e	3fd9dbcc48676f32
3f50624dd2f1a9fc	3fe0000000000000	3f50624dd2f1a9fc	3f588f42fe82517f	3fd558fa05ce7941	407f400000000000
3f50624dd2f1a9fc	3fe0000000000000	3f947ae147ae147b	3f94f8b588e368f1	3f99000000000000	4039000000000000
3f50624dd2f1a9fc	3fe0000000000000	3fb999999999999a	3fb9b3d07c84b5dd	3f7465fdf5cd0105	4014000000000000
3f50624dd2f1a9fc	3fe0000000000000	3fc999999999999a	3fc9a36e2eb1c433	3f647307078a6a98	4004000000000000
3f50624dd2f1a9fc	3fe0000000000000	3fd999999999999a	3fd99b3d07c84b5e	3f547991d1cdb565	3ff4000000000000
3f50624dd2f1a9fc	3fe0000000000000	3fe0000000000000	3fe0000000000000	3f50624dd2f1a9fc	3ff0000000000000
3f50624dd2f1a9fc	3fe0000000000000	3fe8000000000000	3fe7fdf3b645a1ca	3f45da45249ec5df	3fe5555555555555
3f50624dd2f1a9fc	3fe0000000000000	3feccccccccccccd	3fecc985f06f6944	3f423668f3232c48	3fe1c71c71c71c72
3f50624dd2f1a9fc	3fe0000000000000	3fefae147ae147ae	3fefaa10e0221426	3f408ec4c870f1b4	3fe0295fad40a57f
3f50624dd2f1a9fc	3fe8000000000000	3f50624dd2f1a9fc	3f5ca7d6733ebbfe	3fdb71ba9ef505b5	4087700000000000
3f50624dd2f1a9fc	3fe8000000000000	3f947ae147ae147b	3f953a3ec02f2f99	3fa2861ce5b23320	4042c00000000000
3f50624dd2f1a9fc	3fe8000000000000	3fb999999999999a	3fb9c432ca57a787	3f7e858833e30125	401e000000000000
3f50624dd2f1a9fc	3fe8000000000000	3fc999999999999a	3fc9ab9f559b3d08	3f6ea2c09f4e5009	400e000000000000
3f50624dd2f1a9fc	3fe8000000000000	3fd999999999999a	3fd99f559b3d07c8	3f5eb171da35856c	3ffe000000000000
3f50624dd2f1a9fc	3fe8000000000000	3fe0000000000000	3fe0020c49ba5e35	3f58904fd503744c	3ff8000000000000
3f50624dd2f1a9fc	3fe8000000000000	3fe8000000000000	3fe8000000000000	3f50624dd2f1a9fc	3ff0000000000000
3f50624dd2f1a9fc	3fe8000000000000	3feccccccccccccd	3feccb923a29c77a	3f4b4fac049bd83a	3feaaaaaaaaaaaaa
3f50624dd2f1a9fc	3fe8000000000000	3fefae147ae147ae	3fefac1d29dc725c	3f48d48c0aece176	3fe83e0f83e0f83e
3f50624dd2f1a9fc	3feccccccccccccd	3f50624dd2f1a9fc	3f5f1cfbb949624a	3fde54edcd0aeb60	408c200000000000
3f50624dd2f1a9fc	3feccccccccccccd	3f947ae147ae147b	3f956191148fd9fe	3fa611a7b9611a7b	4046800000000000
3f50624dd2f1a9fc	3feccccccccccccd	3fb999999999999a	3fb9ce075f6fd220	3f82492492492493	4022000000000000
3f50624dd2f1a9fc	3feccccccccccccd	3fc999999999999a	3fc9b089a0275255	3f725e22708092f1	4012000000000000
3f50624dd2f1a9fc	3feccccccccccccd	3fd999999999999a	3fd9a1cac083126f	3f6268b37cd60127	4002000000000000
3f50624dd2f1a9fc	3feccccccccccccd	3fe0000000000000	3fe00346dc5d6388	3f5d77b654b82c35	3ffccccccccccccd
3f50624dd2f1a9fc	3feccccccccccccd	3fe8000000000000	3fe8013a92a30553	3f53a8288ad39e55	3ff3333333333333
3f50624dd2f1a9fc	3feccccccccccccd	3feccccccccccccd	3feccccccccccccd	3f50624dd2f1a9fc	3ff0000000000000
3f50624dd2f1a9fc	3feccccccccccccd	3fefae147ae147ae	3fefad57bc7f77af	3f4dcab35b1efa95	3fed1745d1745d18
3f50624dd2f1a9fc	3fefae147ae147ae	3f50624dd2f1a9fc	3f604b3c3e74afd6	3fdfdaee9fdaee9e	408ef00000000000
3f50624dd2f1a9fc	3fefae147ae147ae	3f947ae147ae147b	3f957928e0c9d9d4	3fa82bf2d0c15f96	4048c00000000000
3f50624dd2f1a9fc	3fefae147ae147ae	3fb999999999999a	3fb9d3ed527e5216	3f8418a9e7cb04cb	4023cccccccccccc
3f50624dd2f1a9fc	3fefae147ae147ae	3fc999999999999a	3fc9b37c99ae924f	3f74320792c2d709	4013cccccccccccc
3f50624dd2f1a9fc	3fefae147ae147ae	3fd999999999999a	3fd9a3443d46b26c	3f643ece7abcc3c8	4003cccccccccccc
3f50624dd2f1a9fc	3fefae147ae147ae	3fe0000000000000	3fe004039abf3387	3f60344bae6d1a49	3fffae147ae147ae
3f50624dd2f1a9fc	3fefae147ae147ae	3fe8000000000000	3fe801f75104d552	3f559eb5cde18917	3ff51eb851eb851f
3f50624dd2f1a9fc	3fefae147ae147ae	3feccccccccccccd	3feccd898b2e9ccc	3f520545e8178cb5	3ff1999999999999
3f50624dd2f1a9fc	3fefae147ae147ae	3fefae147ae147ae	3fefae147ae147ae	3f50624dd2f1a9fc	3ff0000000000000
3f947ae147ae147b	3f50624dd2f1a9fc	3f50624dd2f1a9fc	3f50624dd2f1a9fc	3f947ae147ae147b	3ff0000000000000
3f947ae147ae147b	3f50624dd2f1a9fc	3f947ae147ae147b	3f941743e963dc48	3f50b38a0c010b39	3fa999999999999a
3f947ae147ae147b	3f50624dd2f1a9fc	3fb999999999999a	3fb917d6b65a9a81	3f2abe722f1d8329	3f847ae147ae147b
3f947ae147ae147b	3f50624dd2f1a9fc	3fc999999999999a	3fc9172ef0ae5365	3f1abf250300f769	3f747ae147ae147b
3f947ae147ae147b	3f50624dd2f1a9fc	3fd999999999999a	3fd916db0dd82fd8	3f0abf7e70738f50	3f647ae147ae147b
3f947ae147ae147b	3f50624dd2f1a9fc	3fe0000000000000	3fdf5c7cd898b2ea	3f05660d0f8978bc	3f60624dd2f1a9fc
3f947ae147ae147b	3f50624dd2f1a9fc	3fe8000000000000	3fe78548a9bcfd4c	3efc882ada845d34	3f55d867c3ece2a5
3f947ae147ae147b	3f50624dd2f1a9fc	3feccccccccccccd	3fec398201cd5f9a	3ef7c6d571d0da5b	3f523456789abcdf
3f947ae147ae147b	3f50624dd2f1a9fc	3fefae147ae147ae	3fef0c0ad03d9a95	3ef59d7f24786cb6	3f508cabb37565e2
3f947ae147ae147b	3f947ae147ae147b	3f50624dd2f1a9fc	3f569c23b7952d23	3fd28cfc4a33f129	4034000000000000
3f947ae147ae147b	3f947ae147ae147b	3f947ae147ae147b	3f947ae147ae147b	3f947ae147ae147b	3ff0000000000000
3f947ae147ae147b	3f947ae147ae147b	3fb999999999999a	3fb930be0ded288d	3f70a6810a6810a7	3fc9999999999999
3f947ae147ae147b	3f947ae147ae147b	3fc999999999999a	3fc923a29c779a6c	3f60af2f722eecb5	3fb9999999999999
3f947ae147ae147b	3f947ae147ae147b	3fd999999999999a	3fd91d14e3bcd35b	3f50b38a0c010b39	3fa9999999999999
3f947ae147ae147b	3f947ae147ae147b	3fe0000000000000	3fdf62b6ae7d566d	3f4aba41fbd2e5b1	3fa47ae147ae147b
3f947ae147ae147b	3f947ae147ae147b	3fe8000000000000	3fe7886594af4f0d	3f41d2bee748c146	3f9b4e81b4e81b4f
3f947ae147ae147b	3f947ae147ae147b	3feccccccccccccd	3fec3c9eecbfb15b	3f3db54400edaa21	3f96c16c16c16c17
3f947ae147ae147b	3f947ae147ae147b	3fefae147ae147ae	3fef0f27bb2fec56	3f3b0229ac564cea	3f94afd6a052bf5b
3f947ae147ae147b	3fb999999999999a	3f50624dd2f1a9fc	3f6869835158b828	3fe579fc90527845	4059000000000000
3f947ae147ae147b	3fb999999999999a	3f947ae147ae147b	3f961e4f765fd8ae	3fb7b425ed097b42	4014000000000000
3f947ae147ae147b	3fb999999999999a	3fb999999999999a	3fb999999999999a	3f947ae147ae147b	3ff0000000000000
3f947ae147ae147b	3fb999999999999a	3fc999999999999a	3fc95810624dd2f2	3f84afd6a052bf5a	3fe0000000000000
3f947ae147ae147b	3fb999999999999a	3fd999999999999a	3fd9374bc6a7ef9e	3f74cab88725af6e	3fd0000000000000
3f947ae147ae147b	3fb999999999999a	3fe0000000000000	3fdf7ced916872b0	3f70a6810a6810a7	3fc999999999999a
3f947ae147ae147b	3fb999999999999a	3fe8000000000000	3fe795810624dd2f	3f663b0cda236e1d	3fc1111111111111
3f947ae147ae147b	3fb999999999999a	3feccccccccccccd	3fec49ba5e353f7d	3f6288b01288b013	3fbc71c71c71c71d
3f947ae147ae147b	3fb999999999999a	3fefae147ae147ae	3fef1c432ca57a78	3f60da3d6802f2fe	3fb9dbcc48676f32
3f947ae147ae147b	3fc999999999999a	3f50624dd2f1a9fc	3f7465e892253112	3fe9b3eb70107326	4069000000000000
3f947ae147ae147b	3fc999999999999a	3f947ae147ae147b	3f982a9930be0ded	3fc5b1e5f75270d1	4024000000000000
3f947ae147ae147b	3fc999999999999a	3fb999999999999a	3fba1cac083126ea	3fa4141414141414	4000000000000000
3f947ae147ae147b	3fc999999999999a	3fc999999999999a	3fc999999999999a	3f947ae147ae147b	3ff0000000000000
3f947ae147ae147b	3fc999999999999a	3fd999999999999a	3fd95810624dd2f2	3f84afd6a052bf5a	3fe0000000000000
3f947ae147ae147b	3fc999999999999a	3fe0000000000000	3fdf9db22d0e5604	3f80953f39010954	3fd999999999999a
3f947ae147ae147b	3fc999999999999a	3fe8000000000000	3fe7a5e353f7ced9	3f762ba5eeade65e	3fd1111111111111
3f947ae147ae147b	3fc999999999999a	3feccccccccccccd	3fec5a1cac083127	3f727dfa38a1ce4d	3fcc71c71c71c71d
3f947ae147ae147b	3fc999999999999a	3fefae147ae147ae	3fef2ca57a786c22	3f70d162044f411e	3fc9dbcc48676f32
3f947ae147ae147b	3fd999999999999a	3f50624dd2f1a9fc	3f82641b328b6d87	3fec81fedc14868f	4079000000000000
3f947ae147ae147b	3fd999999999999a	3f947ae147ae147b	3f9c432ca57a786c	3fd28cfc4a33f129	4034000000000000
3f947ae147ae147b	3fd999999999999a	3fb999999999999a	3fbb22d0e560418a	3fb3521cfb2b78c1	4010000000000000
3f947ae147ae147b	3fd999999999999a	3fc999999999999a	3fca1cac083126ea	3fa4141414141414	4000000000000000
3f947ae147ae147b	3fd999999999999a	3fd999999999999a	3fd999999999999a	3f947ae147ae147b	3ff0000000000000
3f947ae147ae147b	3fd999999999999a	3fe0000000000000	3fdfdf3b645a1cac	3f9073260a47f7c7	3fe999999999999a
3f947ae147ae147b	3fd999999999999a	3fe8000000000000	3fe7c6a7ef9db22d	3f860d17c61da198	3fe1111111111111
3f947ae147ae147b	3fd999999999999a	3feccccccccccccd	3fec7ae147ae147b	3f8268b37cd60127	3fdc71c71c71c71d
3f947ae147ae147b	3fd999999999999a	3fefae147ae147ae	3fef4d6a161e4f76	3f80bfc70d8e6b82	3fd9dbcc48676f32
3f947ae147ae147b	3fe0000000000000	3f50624dd2f1a9fc	3f867caea747d806	3fed24d67fc45034	407f400000000000
3f947ae147ae147b	3fe0000000000000	3f947ae147ae147b	3f9e4f765fd8adac	3fd59f22983759f2	4039000000000000
3f947ae147ae147b	3fe0000000000000	3fb999999999999a	3fbba5e353f7ced9	3fb7b425ed097b43	4014000000000000
3f947ae147ae147b	3fe0000000000000	3fc999999999999a	3fca5e353f7ced92	3fa8dab7ec1dd343	4004000000000000
3f947ae147ae147b	3fe0000000000000	3fd999999999999a	3fd9ba5e353f7cee	3f9978feb9f34380	3ff4000000000000
3f947ae147ae147b	3fe0000000000000	3fe0000000000000	3fe0000000000000	3f947ae147ae147b	3ff0000000000000
3f947ae147ae147b	3fe0000000000000	3fe8000000000000	3fe7d70a3d70a3d7	3f8b7d6c3dda338b	3fe5555555555555
3f947ae147ae147b	3fe0000000000000	3feccccccccccccd	3fec8b4395810625	3f86f5ab0ca0b7ad	3fe1c71c71c71c72
3f947ae147ae147b	3fe0000000000000	3fefae147ae147ae	3fef5dcc63f14120	3f84e4c934cf0e78	3fe0295fad40a57f
3f947ae147ae147b	3fe8000000000000	3f50624dd2f1a9fc	3f905d0fa58f7122	3fee099cad042a4a	4087700000000000
3f947ae147ae147b	3fe8000000000000	3f947ae147ae147b	3fa1b71758e21965	3fdbbee3e2679575	4042c00000000000
3f947ae147ae147b	3fe8000000000000	3fb999999999999a	3fbced916872b021	3fc0fdbc090fdbc0	401e000000000000
3f947ae147ae147b	3fe8000000000000	3fc999999999999a	3fcb020c49ba5e36	3fb232f514a026d2	400e000000000000
3f947ae147ae147b	3fe8000000000000	3fd999999999999a	3fda0c49ba5e3540	3fa2dea9d3f873bc	3ffe000000000000
3f947ae147ae147b	3fe8000000000000	3fe0000000000000	3fe028f5c28f5c29	3f9e6a74981446f8	3ff8000000000000
3f947ae147ae147b	3fe8000000000000	3fe8000000000000	3fe8000000000000	3f947ae147ae147b	3ff0000000000000
3f947ae147ae147b	3fe8000000000000	3feccccccccccccd	3fecb4395810624e	3f911fadce5754c3	3feaaaaaaaaaaaaa
3f947ae147ae147b	3fe8000000000000	3fefae147ae147ae	3fef86c226809d49	3f8f2e75ddb34b26	3fe83e0f83e0f83e
3f947ae147ae147b	3feccccccccccccd	3f50624dd2f1a9fc	3f936f7e3d1cc102	3fee59052019e590	408c200000000000
3f947ae147ae147b	3feccccccccccccd	3f947ae147ae147b	3fa3404ea4a8c155	3fdea3677d46cefb	4046800000000000
3f947ae147ae147b	3feccccccccccccd	3fb999999999999a	3fbdb22d0e560419	3fc3dcb08d3dcb09	4022000000000000
3f947ae147ae147b	3feccccccccccccd	3fc999999999999a	3fcb645a1cac0832	3fb5885fb37072d7	4012000000000000
3f947ae147ae147b	3feccccccccccccd	3fd999999999999a	3fda3d70a3d70a3e	3fa67a6167a6167b	4002000000000000
3f947ae147ae147b	3feccccccccccccd	3fe0000000000000	3fe04189374bc6a8	3fa224489122448a	3ffccccccccccccd
3f947ae147ae147b	3feccccccccccccd	3fe8000000000000	3fe8189374bc6a7f	3f987a63f3c2ce07	3ff3333333333333
3f947ae147ae147b	3feccccccccccccd	3feccccccccccccd	3feccccccccccccd	3f947ae147ae147b	3ff0000000000000
3f947ae147ae147b	3feccccccccccccd	3fefae147ae147ae	3fef9f559b3d07c8	3f92a6efadee47d0	3fed1745d1745d18
3f947ae147ae147b	3fefae147ae147ae	3f50624dd2f1a9fc	3f95475a31a4bdba	3fee7da8c7156f9e	408ef00000000000
3f947ae147ae147b	3fefae147ae147ae	3f947ae147ae147b	3fa42c3c9eecbfb2	3fe014cab88725af	4048c00000000000
3f947ae147ae147b	3fefae147ae147ae	3fb999999999999a	3fbe28240b780347	3fc583b1c4053733	4023cccccccccccc
3f947ae147ae147b	3fefae147ae147ae	3fc999999999999a	3fcb9f559b3d07c9	3fb77d08c74baf55	4013cccccccccccc
3f947ae147ae147b	3fefae147ae147ae	3fd999999999999a	3fda5aee631f8a09	3fa89e268b00dece	4003cccccccccccc
3f947ae147ae147b	3fefae147ae147ae	3fe0000000000000	3fe0504816f0068e	3fa3e2ac8a987480	3fffae147ae147ae
3f947ae147ae147b	3fefae147ae147ae	3fe8000000000000	3fe827525460aa65	3f9adc9766f84460	3ff51eb851eb851f
3f947ae147ae147b	3fefae147ae147ae	3feccccccccccccd	3fecdb8bac710cb3	3f967ba81c9d6199	3ff1999999999999
3f947ae147ae147b	3fefae147ae147ae	3fefae147ae147ae	3fefae147ae147ae	3f947ae147ae147b	3ff0000000000000
3fb999999999999a	3f50624dd2f1a9fc	3f50624dd2f1a9fc	3f50624dd2f1a9fc	3fb999999999999a	3ff0000000000000
3fb999999999999a	3f50624dd2f1a9fc	3f947ae147ae147b	3f9288ce703afb7f	3f76a13cd1537290	3fa999999999999a
3fb999999999999a	3f50624dd2f1a9fc	3fb999999999999a	3fb710cb295e9e1c	3f522f2a55ce8fc4	3f847ae147ae147b
3fb999999999999a	3f50624dd2f1a9fc	3fc999999999999a	3fc70d844d013a93	3f4231c00918e005	3f747ae147ae147b
3fb999999999999a	3f50624dd2f1a9fc	3fd999999999999a	3fd70be0ded288cf	3f32330b294dd855	3f647ae147ae147b
3fb999999999999a	3f50624dd2f1a9fc	3fe0000000000000	3fdcce703afb7e91	3f2d1ee240f3e2a7	3f60624dd2f1a9fc
3fb999999999999a	3f50624dd2f1a9fc	3fe8000000000000	3fe59a6b50b0f27c	3f236a4a664f1a0d	3f55d867c3ece2a5
3fb999999999999a	3f50624dd2f1a9fc	3feccccccccccccd	3fe9ec56d5cfaace	3f202e02d8167ffc	3f523456789abcdf
3fb999999999999a	3f50624dd2f1a9fc	3fefae147ae147ae	3fec83e425aee632	3f1d6b03889aaca9	3f508cabb37565e2
3fb999999999999a	3f947ae147ae147b	3f50624dd2f1a9fc	3f67c1bda5119ce1	3fe611a7b9611a7b	4034000000000000
3fb999999999999a	3f947ae147ae147b	3f947ae147ae147b	3f947ae147ae147c	3fb9999999999998	3ff0000000000000
3fb999999999999a	3f947ae147ae147b	3fb999999999999a	3fb78d4fdf3b645b	3f9642c8590b2163	3fc9999999999999
3fb999999999999a	3f947ae147ae147b	3fc999999999999a	3fc74bc6a7ef9db3	3f86816816816816	3fb9999999999999
3fb999999999999a	3f947ae147ae147b	3fd999999999999a	3fd72b020c49ba5f	3f76a13cd1537290	3fa9999999999999
3fb999999999999a	3f947ae147ae147b	3fe0000000000000	3fdced916872b021	3f721fb78121fb78	3fa47ae147ae147b
3fb999999999999a	3f947ae147ae147b	3fe8000000000000	3fe5a9fbe76c8b44	3f68336d48397a23	3f9b4e81b4e81b4f
3fb999999999999a	3f947ae147ae147b	3feccccccccccccd	3fe9fbe76c8b4396	3f642d6625d51f87	3f96c16c16c16c17
3fb999999999999a	3f947ae147ae147b	3fefae147ae147ae	3fec9374bc6a7efa	3f6258de75895121	3f94afd6a052bf5b
3fb999999999999a	3fb999999999999a	3f50624dd2f1a9fc	3f8652bd3c361135	3fed5b98a919d5ba	4059000000000000
3fb999999999999a	3fb999999999999a	3f947ae147ae147b	3f9cac083126e97a	3fd6db6db6db6db7	4014000000000000
3fb999999999999a	3fb999999999999a	3fb999999999999a	3fb999999999999a	3fb999999999999b	3ff0000000000000
3fb999999999999a	3fb999999999999a	3fc999999999999a	3fc851eb851eb853	3faaf286bca1af29	3fe0000000000000
3fb999999999999a	3fb999999999999a	3fd999999999999a	3fd7ae147ae147af	3f9bacf914c1bad0	3fd0000000000000
3fb999999999999a	3fb999999999999a	3fe0000000000000	3fdd70a3d70a3d71	3f9642c8590b2165	3fc999999999999a
3fb999999999999a	3fb999999999999a	3fe8000000000000	3fe5eb851eb851ec	3f8de5d6e3f8868b	3fc1111111111111
3fb999999999999a	3fb999999999999a	3feccccccccccccd	3fea3d70a3d70a3e	3f88f9c18f9c18fb	3fbc71c71c71c71d
3fb999999999999a	3fb999999999999a	3fefae147ae147ae	3fecd4fdf3b645a2	3f86baf4eb4233b7	3fb9dbcc48676f32
3fb999999999999a	3fc999999999999a	3f50624dd2f1a9fc	3f9566cf41f212d9	3fee9f3c04e6470a	4069000000000000
3fb999999999999a	3fc999999999999a	3f947ae147ae147b	3fa374bc6a7ef9dc	3fe0d79435e50d79	4024000000000000
3fb999999999999a	3fc999999999999a	3fb999999999999a	3fbc28f5c28f5c2a	3fc745d1745d1746	4000000000000000
3fb999999999999a	3fc999999999999a	3fc999999999999a	3fc999999999999a	3fb999999999999b	3ff0000000000000
3fb999999999999a	3fc999999999999a	3fd999999999999a	3fd851eb851eb853	3faaf286bca1af29	3fe0000000000000
3fb999999999999a	3fc999999999999a	3fe0000000000000	3fde147ae147ae15	3fa5c9882b931058	3fd999999999999a
3fb999999999999a	3fc999999999999a	3fe8000000000000	3fe63d70a3d70a3e	3f9d77b654b82c34	3fd1111111111111
3fb999999999999a	3fc999999999999a	3feccccccccccccd	3fea8f5c28f5c290	3f98acb90f6bf3aa	3fcc71c71c71c71d
3fb999999999999a	3fc999999999999a	3fefae147ae147ae	3fed26e978d4fdf4	3f967b151363c22f	3fc9dbcc48676f32
3fb999999999999a	3fd999999999999a	3f50624dd2f1a9fc	3fa4f0d844d013aa	3fef4bbc66a67e70	4079000000000000
3fb999999999999a	3fd999999999999a	3f947ae147ae147b	3fadb22d0e56041a	3fe611a7b9611a7c	4034000000000000
3fb999999999999a	3fd999999999999a	3fb999999999999a	3fc0a3d70a3d70a4	3fd3b13b13b13b15	4010000000000000
3fb999999999999a	3fd999999999999a	3fc999999999999a	3fcc28f5c28f5c2a	3fc745d1745d1746	4000000000000000
3fb999999999999a	3fd999999999999a	3fd999999999999a	3fd999999999999a	3fb999999999999b	3ff0000000000000
3fb999999999999a	3fd999999999999a	3fe0000000000000	3fdf5c28f5c28f5c	3fb4e5e0a72f053b	3fe999999999999a
3fb999999999999a	3fd999999999999a	3fe8000000000000	3fe6e147ae147ae2	3faca4b3055ee192	3fe1111111111111
3fb999999999999a	3fd999999999999a	3feccccccccccccd	3feb333333333334	3fa8181818181819	3fdc71c71c71c71d
3fb999999999999a	3fd999999999999a	3fefae147ae147ae	3fedcac083126e98	3fa5ff7336b83b66	3fd9dbcc48676f32
